Key,Array
A397WXW8JOK3RT,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.308722450212111e-24, -1.6543612251060553e-24, 0.0, -1.3234889800848443e-23, 1.6543612251060553e-24, 0.0, 6.462348535570529e-27, 5.293955920339377e-23, 1.6543612251060553e-24, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 6.617444900424222e-24, -6.617444900424222e-24, 6.617444900424222e-24, 0.0, 0.0, -2.6469779601696886e-23, -3.308722450212111e-24, 0.0, 4.1359030627651384e-25, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, -8.271806125530277e-25, 0.0, 3.308722450212111e-24, 2.6469779601696886e-23, 0.0, 0.0, 1.0587911840678754e-22, 0.0, -3.308722450212111e-24, 0.0]"
A3980XKDL0SZEX,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, 0.0, 8.271806125530277e-25, 0.0, 1.3234889800848443e-23, -4.1359030627651384e-25, 0.0, 1.6543612251060553e-24, 0.0, 0.0, 1.3234889800848443e-23, -4.0389678347315804e-28, 0.0, 0.0, 6.617444900424222e-24, 0.0, 0.0, 2.0679515313825692e-25, 3.308722450212111e-24, 1.3234889800848443e-23, -5.169878828456423e-26, -4.1359030627651384e-25, 0.0, -5.293955920339377e-23, 0.0, 0.0, 0.0, 6.617444900424222e-24, 5.293955920339377e-23, 5.293955920339377e-23, 0.0, 6.617444900424222e-24, 0.0, 2.6469779601696886e-23, 2.5849394142282115e-26, 0.0, -2.5849394142282115e-26, 0.0, -1.6543612251060553e-24]"
A39AEA8OFO8JT,"[0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, -1.3234889800848443e-23, 0.0, -6.776263578034403e-21, 0.0, 5.293955920339377e-23, 0.0, 2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 3.3881317890172014e-21, 0.0, 0.0, 1.3234889800848443e-23, 0.0, 6.462348535570529e-27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.271806125530277e-25, -1.3234889800848443e-23, -2.6469779601696886e-23, 0.0, 0.0, 0.0, 0.0, -1.0339757656912846e-25, 1.3234889800848443e-23, 5.293955920339377e-23, 1.6543612251060553e-24, 5.169878828456423e-26, 0.0, 0.0, -8.271806125530277e-25, -2.6469779601696886e-23, 2.6469779601696886e-23, 0.0, 5.293955920339377e-23, 0.0, 0.0, -1.3234889800848443e-23, 0.0, 4.1359030627651384e-25, -1.0339757656912846e-25, -8.271806125530277e-25, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, -4.1359030627651384e-25, 3.308722450212111e-24, -6.617444900424222e-24, 0.0]"
A39H1GO9E3YQIB,"[0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, -1.6940658945086007e-21, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -2.0679515313825692e-25, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 2.117582368135751e-22, 0.0, -3.3881317890172014e-21, 8.470329472543003e-22, 1.3552527156068805e-20, 0.0, -2.117582368135751e-22, -2.117582368135751e-22, 0.0, 0.0, -4.235164736271502e-22, -1.0587911840678754e-22, -1.3234889800848443e-23, 2.0679515313825692e-25, 0.0, -1.6543612251060553e-24, 0.0, 0.0, 3.308722450212111e-24, -6.462348535570529e-27, 0.0, 0.0, 4.1359030627651384e-25, 0.0, -8.271806125530277e-25, 1.0339757656912846e-25, -5.293955920339377e-23, -1.6543612251060553e-24, 1.0097419586828951e-28, 0.0, 1.3234889800848443e-23, 2.0679515313825692e-25, 0.0, -1.6543612251060553e-24, -6.617444900424222e-24, 0.0, 1.0339757656912846e-25, 0.0, 0.0, 1.6155871338926322e-27, 0.0, -2.0679515313825692e-25, 2.0679515313825692e-25, 1.2924697071141057e-26, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 8.271806125530277e-25, -1.3234889800848443e-23, -1.3234889800848443e-23, 2.6469779601696886e-23, 2.0679515313825692e-25, 0.0]"
A39IK7T2K2V2KA,"[3.3881317890172014e-21, 0.0, -3.3881317890172014e-21, 0.0, 6.617444900424222e-24, -6.776263578034403e-21, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, -1.0587911840678754e-22, 0.0, 2.0679515313825692e-25, 0.0, 4.235164736271502e-22, 3.3881317890172014e-21, 0.0, -5.293955920339377e-23, 0.0, 0.0, 0.0, 5.293955920339377e-23, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 1.6940658945086007e-21, 3.308722450212111e-24, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, -1.0339757656912846e-25, -8.271806125530277e-25, -6.617444900424222e-24, 0.0, 4.1359030627651384e-25, 5.169878828456423e-26, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 0.0, -8.271806125530277e-25, -2.6469779601696886e-23, 0.0, -8.271806125530277e-25, 1.3234889800848443e-23, 1.3234889800848443e-23, 0.0, 3.308722450212111e-24, 0.0, -2.6469779601696886e-23, 1.3234889800848443e-23, 0.0, -3.308722450212111e-24, 5.293955920339377e-23, 0.0, -1.6543612251060553e-24, -6.617444900424222e-24, 0.0, -8.271806125530277e-25, -1.3234889800848443e-23, 0.0, -1.3234889800848443e-23, 0.0, -8.271806125530277e-25, -2.0679515313825692e-25, 0.0, 5.293955920339377e-23, 5.169878828456423e-26, -6.617444900424222e-24]"
A39JMSWQA06ZN6,"[0.0, 0.0, 8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 2.6469779601696886e-23, 6.617444900424222e-24, 1.6543612251060553e-24, 2.0679515313825692e-25, 6.462348535570529e-27, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.271806125530277e-25, 3.308722450212111e-24, -2.5849394142282115e-26, 0.0, 1.3234889800848443e-23, 0.0, 0.0, -2.6469779601696886e-23, 2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, -8.271806125530277e-25, 0.0, 0.0, 2.6469779601696886e-23, 4.1359030627651384e-25, 6.617444900424222e-24, 5.169878828456423e-26, 0.0, 5.293955920339377e-23, 0.0, 0.0, -6.617444900424222e-24, 2.0679515313825692e-25, 0.0, 0.0, 4.1359030627651384e-25, -3.308722450212111e-24, -2.0679515313825692e-25, 0.0, 0.0, 1.2407709188295415e-24, 0.0, 3.308722450212111e-24, -6.617444900424222e-24, -6.617444900424222e-24, -2.5849394142282115e-26, 0.0, -8.271806125530277e-25, 0.0, 0.0, 8.271806125530277e-25, 0.0, 0.0, -3.308722450212111e-24, 0.0, 1.3234889800848443e-23, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 1.0339757656912846e-25, 0.0]"
A39KHX3058560R,"[0.0, 0.0, 1.0587911840678754e-22, 0.0, 2.6469779601696886e-23, -4.235164736271502e-22, 2.6469779601696886e-23, 0.0, 4.235164736271502e-22, 4.1359030627651384e-25, 4.1359030627651384e-25, 4.235164736271502e-22, 0.0, 1.3234889800848443e-23, 0.0, 0.0, -6.617444900424222e-24, -1.0587911840678754e-22, 0.0, -1.0587911840678754e-22, 0.0, 0.0, -2.6469779601696886e-23, -3.3881317890172014e-21, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, -2.0679515313825692e-25, -5.293955920339377e-23, -1.0339757656912846e-25, 1.6543612251060553e-24, -1.3234889800848443e-23, -2.6469779601696886e-23, 0.0, -1.0339757656912846e-25, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, -6.617444900424222e-24, 6.617444900424222e-24, 8.271806125530277e-25, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 8.271806125530277e-25, 2.6469779601696886e-23, 0.0, -5.169878828456423e-26, -3.308722450212111e-24, 1.3234889800848443e-23, 3.308722450212111e-24, 6.617444900424222e-24, -2.0679515313825692e-25, 0.0, 4.1359030627651384e-25, 0.0, 5.293955920339377e-23, 5.169878828456423e-26, 0.0, 0.0, 6.617444900424222e-24, -6.617444900424222e-24]"
A39VQK6I0V3AFV,"[0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 5.421010862427522e-20, 6.776263578034403e-21, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.462348535570529e-27, 0.0, -5.293955920339377e-23, 0.0, 0.0, 0.0, -4.1359030627651384e-25, 0.0, 0.0, 0.0, 6.617444900424222e-24, 0.0, -2.6469779601696886e-23, 0.0, -3.308722450212111e-24, 0.0, 0.0, -1.0587911840678754e-22, -1.0587911840678754e-22, 0.0, 1.6543612251060553e-24, -8.271806125530277e-25, 0.0, -2.117582368135751e-22, 6.617444900424222e-24, 2.6469779601696886e-23, 0.0, 0.0, 2.6469779601696886e-23, -1.0339757656912846e-25, 5.293955920339377e-23, 0.0, -6.617444900424222e-24, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 6.617444900424222e-24]"
A39W5XTO1GA6G1,"[-1.0587911840678754e-22, 0.0, 1.0587911840678754e-22, 0.0, -8.470329472543003e-22, 0.0, -3.3881317890172014e-21, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 2.117582368135751e-22, 0.0, -2.117582368135751e-22, 0.0, 0.0, -1.6543612251060553e-24, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, -2.6469779601696886e-23, 0.0, -4.235164736271502e-22, 0.0, -4.235164736271502e-22, -1.0587911840678754e-22, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0679515313825692e-25, 4.1359030627651384e-25, -8.271806125530277e-25, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, -1.3234889800848443e-23, 0.0, 8.271806125530277e-25, 1.3234889800848443e-23, 2.0679515313825692e-25, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, 2.0679515313825692e-25, -6.617444900424222e-24, 1.3234889800848443e-23, -1.3234889800848443e-23, 4.1359030627651384e-25, 0.0, -3.308722450212111e-24, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, -2.0679515313825692e-25, 1.0587911840678754e-22, -6.617444900424222e-24, 0.0, 0.0, 1.6543612251060553e-24, 3.2311742677852644e-27]"
A39WH9DUE96U1P,"[0.0, 0.0, 1.6940658945086007e-21, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 6.617444900424222e-24, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 2.6469779601696886e-23, 4.0389678347315804e-28, 0.0, 0.0, 6.617444900424222e-24, 0.0, 0.0, -1.0587911840678754e-22, -6.617444900424222e-24, 8.470329472543003e-22, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 6.617444900424222e-24, -1.3234889800848443e-23, -6.617444900424222e-24, 6.617444900424222e-24, -8.271806125530277e-25, 0.0, 3.308722450212111e-24, -1.3234889800848443e-23, 0.0, 1.2924697071141057e-26, -8.271806125530277e-25, 0.0, -6.617444900424222e-24, 0.0, -2.0679515313825692e-25, 0.0, 0.0, 5.293955920339377e-23, -1.3234889800848443e-23, -2.0679515313825692e-25, -6.617444900424222e-24, -3.308722450212111e-24, 0.0, 0.0, 0.0, 1.2924697071141057e-26, 1.0339757656912846e-25, 2.6469779601696886e-23, 1.2924697071141057e-26, 0.0, -1.3234889800848443e-23, 6.617444900424222e-24, -3.308722450212111e-24, 0.0, 0.0]"
A3A5ATNHC0QPQA,"[-4.336808689942018e-19, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 2.710505431213761e-20, -2.710505431213761e-20, 0.0, -4.336808689942018e-19, -2.168404344971009e-19, 2.710505431213761e-20, 4.336808689942018e-19, 0.0, 0.0, 0.0, -5.421010862427522e-20, -2.710505431213761e-20, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 3.3881317890172014e-21, -6.776263578034403e-21, 5.421010862427522e-20, 0.0, 3.3881317890172014e-21, 0.0, 0.0, -6.776263578034403e-21, 2.710505431213761e-20, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, 8.271806125530277e-25, -1.3234889800848443e-23, 0.0, 0.0, 0.0, 4.1359030627651384e-25, 0.0, 1.3234889800848443e-23, 0.0, 3.308722450212111e-24, 8.271806125530277e-25, -8.271806125530277e-25, 1.0339757656912846e-25, 0.0, 5.293955920339377e-23, 0.0, -6.617444900424222e-24, -2.6469779601696886e-23, 0.0, 0.0, 2.0679515313825692e-25, 2.0679515313825692e-25, 0.0, -2.6469779601696886e-23, 0.0, 8.271806125530277e-25, 0.0, -6.617444900424222e-24, 0.0, 1.6543612251060553e-24, 0.0, 0.0, 0.0, -6.617444900424222e-24, -1.0587911840678754e-22, 0.0, 0.0, 0.0]"
A3A8F2URN7MEPR,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 0.0, 3.308722450212111e-24, 1.3234889800848443e-23, -8.271806125530277e-25, 0.0, -8.271806125530277e-25, -6.462348535570529e-27, 8.271806125530277e-25, 1.3234889800848443e-23, -3.308722450212111e-24, 4.1359030627651384e-25, -1.0587911840678754e-22, 4.0389678347315804e-28, 6.617444900424222e-24, 1.6543612251060553e-24, 0.0, 4.1359030627651384e-25, 0.0, 8.271806125530277e-25, 0.0, -2.0679515313825692e-25, -8.271806125530277e-25, 0.0, -3.308722450212111e-24, -8.271806125530277e-25, -1.6543612251060553e-24, 0.0, 2.6469779601696886e-23, 0.0, 1.3234889800848443e-23, 6.617444900424222e-24, 2.6469779601696886e-23, 0.0, 4.1359030627651384e-25, 1.6543612251060553e-24, -8.077935669463161e-28, -2.5849394142282115e-26, 2.6469779601696886e-23, 0.0]"
A3AE2ZLYWES45E,"[0.0, 0.0, 0.0, -4.235164736271502e-22, 1.0587911840678754e-22, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 8.271806125530277e-25, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, -6.617444900424222e-24, -3.308722450212111e-24, 0.0, 2.6469779601696886e-23, 1.0339757656912846e-25, 6.617444900424222e-24, 0.0, 1.3234889800848443e-23, -5.293955920339377e-23, -5.293955920339377e-23, -1.3234889800848443e-23, 0.0, -6.617444900424222e-24, 0.0, 6.617444900424222e-24, 0.0, -2.6469779601696886e-23, 0.0, -5.169878828456423e-26, -6.617444900424222e-24, 0.0, 0.0, 1.6543612251060553e-24, 1.6543612251060553e-24, -3.308722450212111e-24, -2.6469779601696886e-23, 3.308722450212111e-24, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 6.617444900424222e-24, 0.0]"
A3AZI828WJN1CD,"[0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, -1.6940658945086007e-21, 0.0, 8.271806125530277e-25, 0.0, 0.0, -6.776263578034403e-21, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 4.235164736271502e-22, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -1.0587911840678754e-22, -2.117582368135751e-22, -4.235164736271502e-22, 0.0, 0.0, 2.710505431213761e-20, -4.235164736271502e-22, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, -3.308722450212111e-24, 0.0, -2.6469779601696886e-23, 0.0, 0.0, 0.0, -8.271806125530277e-25, 0.0, 8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0, 0.0, 3.308722450212111e-24, 1.3234889800848443e-23, 0.0, 8.077935669463161e-28, 6.462348535570529e-27, 0.0, -4.1359030627651384e-25, 3.308722450212111e-24, 1.6155871338926322e-27, 2.6469779601696886e-23, 0.0, 2.6469779601696886e-23, 2.0679515313825692e-25, 0.0, 0.0, 0.0, 0.0, -2.0194839173657902e-28, -2.5849394142282115e-26, 0.0]"
A3B9T1GXSEVIWM,"[-5.421010862427522e-20, 1.0587911840678754e-22, 0.0, -2.710505431213761e-20, -3.3881317890172014e-21, 0.0, 5.421010862427522e-20, 0.0, 0.0, -2.710505431213761e-20, 4.235164736271502e-22, 0.0, 3.3881317890172014e-21, 8.470329472543003e-22, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.308722450212111e-24, 0.0, 1.0587911840678754e-22, 2.710505431213761e-20, 0.0, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -8.271806125530277e-25, -1.6543612251060553e-24, -1.3234889800848443e-23, 0.0, -2.6469779601696886e-23, 5.293955920339377e-23, 5.169878828456423e-26, 0.0, -2.0679515313825692e-25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 0.0, -2.6469779601696886e-23, 2.0679515313825692e-25, -2.6469779601696886e-23, 0.0, 1.3234889800848443e-23, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, 0.0, 1.2924697071141057e-26, 0.0, -4.1359030627651384e-25, 0.0, -8.271806125530277e-25, -2.0679515313825692e-25, 0.0, -4.1359030627651384e-25, 0.0, -6.462348535570529e-27, 0.0, -1.6543612251060553e-24]"
A3BWOPUC4BK90E,"[0.0, 0.0, -5.293955920339377e-23, 0.0, -3.308722450212111e-24, 5.293955920339377e-23, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 1.0587911840678754e-22, 5.293955920339377e-23, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, -6.617444900424222e-24, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 6.617444900424222e-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.271806125530277e-25, 1.0587911840678754e-22, 2.0679515313825692e-25, 0.0, -1.6543612251060553e-24, -1.3234889800848443e-23, -8.470329472543003e-22, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, -2.6469779601696886e-23, 6.462348535570529e-27, 0.0, 0.0, -5.293955920339377e-23, 0.0, 0.0, 1.3234889800848443e-23, 0.0, -1.3234889800848443e-23, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 5.293955920339377e-23, 0.0, 0.0, 0.0, 0.0, -1.3234889800848443e-23, -5.293955920339377e-23, -3.308722450212111e-24, 0.0, -6.617444900424222e-24, -3.308722450212111e-24, 0.0, 0.0, 3.308722450212111e-24, 0.0, 1.6543612251060553e-24, 8.271806125530277e-25, 0.0, 1.2924697071141057e-26, 0.0, -5.169878828456423e-26]"
A3C46GBHLVSOEW,"[0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, -1.0587911840678754e-22, 0.0, -8.470329472543003e-22, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, -8.271806125530277e-25, 0.0, 0.0, -1.6155871338926322e-27, 0.0, -2.0679515313825692e-25, 5.293955920339377e-23, 0.0, 1.3234889800848443e-23, 3.308722450212111e-24, 2.6469779601696886e-23, 6.617444900424222e-24, -4.1359030627651384e-25, -5.169878828456423e-26, 1.0339757656912846e-25, 1.6543612251060553e-24, 0.0, -8.271806125530277e-25, 0.0, 0.0, -4.1359030627651384e-25, 0.0, 0.0, 5.169878828456423e-26, 0.0, 3.308722450212111e-24, 1.6543612251060553e-24, 0.0, 2.6469779601696886e-23, 0.0, 6.617444900424222e-24, 1.0587911840678754e-22, -1.0339757656912846e-25, 0.0, 0.0, -6.617444900424222e-24, 0.0]"
A3CB8QT4E8R232,"[0.0, 0.0, 0.0, 1.6940658945086007e-21, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0339757656912846e-25, -5.293955920339377e-23, 1.0339757656912846e-25, 0.0, 2.6469779601696886e-23, 0.0, 6.617444900424222e-24, 0.0, 0.0, 0.0, 1.0339757656912846e-25, -2.6469779601696886e-23, 0.0, 0.0, 5.293955920339377e-23, -2.5849394142282115e-26, -6.617444900424222e-24, 0.0, -8.271806125530277e-25, 8.271806125530277e-25, 0.0, -8.271806125530277e-25, 0.0, 3.308722450212111e-24, 1.3234889800848443e-23, 0.0, 0.0, 0.0, -2.5849394142282115e-26, -5.293955920339377e-23, 0.0, -8.271806125530277e-25, -6.617444900424222e-24, 2.0679515313825692e-25, 0.0, 0.0, 2.0679515313825692e-25, 1.3234889800848443e-23, -2.0679515313825692e-25]"
A3CIUOJXQ5VDQ2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 3.308722450212111e-24, 0.0, -2.0679515313825692e-25, 0.0, 0.0, 0.0, 2.0679515313825692e-25, 0.0, -1.6543612251060553e-24, 0.0, 0.0, 1.6543612251060553e-24, -8.271806125530277e-25, -1.6543612251060553e-24, 5.293955920339377e-23, -5.293955920339377e-23, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, -2.6469779601696886e-23, 8.271806125530277e-25, -2.6469779601696886e-23, -2.0679515313825692e-25, 0.0, 1.3234889800848443e-23, -3.308722450212111e-24, 0.0, 0.0, 3.308722450212111e-24, 0.0, -1.3234889800848443e-23, 0.0, -1.0587911840678754e-22, 0.0, -3.308722450212111e-24, 1.6543612251060553e-24, 0.0]"
A3CLPIHVAD1LI1,"[0.0, 8.470329472543003e-22, -1.6940658945086007e-21, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -3.308722450212111e-24, -1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1359030627651384e-25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3234889800848443e-23, 0.0, 0.0, 0.0, 1.6543612251060553e-24, 0.0, 1.0339757656912846e-25, -3.308722450212111e-24, -2.0679515313825692e-25, 0.0, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, -3.308722450212111e-24, 0.0, 6.617444900424222e-24, 3.308722450212111e-24, 0.0, 4.1359030627651384e-25, 0.0, 0.0, -1.6543612251060553e-24, 0.0, -2.0679515313825692e-25, -2.5849394142282115e-26, -1.3234889800848443e-23, 0.0, 1.6543612251060553e-24, 1.6543612251060553e-24, -5.293955920339377e-23, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24]"
